	umls_meddra	umls_def
4637	C0347390	Skin papilloma
4638	C0013080	Trisomy 21
4639	C0035258	Restless legs syndrome
4640	C0221470	Aphagia
4641	C0853895	Mental disorder due to a general medical condition
4642	C0423736	Micturition burning
4643	C1096243	Central line infection
4644	C0856054	Mental status changes
4645	C0085207	Gestational diabetes
4646	C0391870	Red blood cell abnormality
4647	C0278488	Breast cancer stage IV
4648	C0040479	Torsade de pointes
4649	C0853662	Oestrogen deficiency
4650	C0856120	Multiple sclerosis relapse
4651	C0333650	Fat atrophy
4652	C0015644	Fasciculation
4653	C0039235	Junctional tachycardia
4654	C0030286	Pancreatic disorder
4655	C0158266	Intervertebral disc degeneration
4656	C0154946	Acute angle-closure glaucoma
4657	C0235347	Black hairy tongue
4658	C0235263	Conjunctival congestion
4659	C0234918	Rash morbilliform
4660	C0235168	Nervous tremulousness
4661	C0745761	Liver nodule
4662	C0438173	Electrocardiogram QRS complex abnormal
4663	C0233479	Elevated mood
4664	C0392106	Hepatic artery thrombosis
4665	C0920016	Adnexa uteri cyst
4666	C0151827	Eye pain
4667	C0042134	Uterine haemorrhage
4668	C1504435	Electrocardiogram QT interval abnormal
4669	C0000814	Abortion missed
4670	C1412002	Atypical pneumonia
4671	C0520459	Necrotizing enterocolitis
4672	C0231875	Wheezing expiratory
4673	C1370740	Adrenal carcinoma
4674	C0020981	Angioimmunoblastic T-cell lymphoma
4675	C0010308	Congenital hypothyroidism
4676	C0024205	Lymphadenitis
4677	C1261470	Meningocele
4678	C0392703	Shakiness
4679	C1141949	Troponin I increased
4680	C0085623	Akinesia
4681	C0542184	Reaction gastrointestinal
4682	C0854388	Caustic injury
4683	C0152009	WBC abnormal NOS
4684	C0264734	Dilatation atrial
4685	C0333258	Lymphorrhoea
4686	C0011630	Fungal skin infection
4687	C0151728	Immunoglobulins decreased
4688	C0747256	Infection parasitic
4689	C0151765	Liver fatty deposition
4690	C0521490	Application site irritation
4691	C0277794	Prostration
4692	C0751523	Nonconvulsive status epilepticus
4693	C1260402	Splenic sequestration
4694	C0235774	Somnolence neonatal
4695	C0042568	Vertebrobasilar insufficiency
4696	C1510450	Dysacusis
4697	C0017150	Gastrinoma
4698	C0685341	Congenital limb hyperextension
4699	C0341245	Duodenitis haemorrhagic
4700	C0001622	Hyperadrenocorticism
4701	C0004153	Atherosclerosis
4702	C1168149	Perioral tingling
4703	C0339807	House dust allergy
4704	C0021368	Inflammation
4705	C1096082	Oesophageal discomfort
4706	C0231230	Fatigability
4707	C1510497	Lenticular opacities
4708	C0002896	Sideroblastic anaemia
4709	C0235750	Hypertension worsened
4710	C0006266	Bronchospasm
4711	C1761609	Aspiration pneumonitis
4712	C0522064	Regurgitation of food
4713	C0338480	Migraine without aura
4714	C0476486	Generalized lymphadenopathy
4715	C0235050	Tingling skin
4716	C0015376	Extravasation
4717	C0549447	Urine odour foul
4718	C0013390	Dysmenorrhoea
4719	C0020437	Hypercalcaemia
4720	C0232462	Decreased appetite
4721	C1096176	Mitochondrial toxicity
4722	C1697453	Spontaneous haematoma
4723	C0948011	Cervix haemorrhage uterine
4724	C0520564	Ileal ulcer
4725	C0151891	Retinal depigmentation
4726	C0206093	Neuroectodermal neoplasm
4727	C0039242	Tachyphylaxis
4728	C0178417	Anhedonia
4729	C0854504	Enterococcal bacteraemia
4730	C0233528	Asocial behaviour
4731	C0014745	Palmar erythema
4732	C0235963	Rhinitis ulcerative
4733	C0027960	Nevus
4734	C0151529	Bleeding time prolonged
4735	C0574770	Body hair loss
4736	C0553731	PRL increased
4737	C1262022	Freezing phenomenon
4738	C1333984	Hepatosplenic T-cell lymphoma
4739	C0231807	Dyspnoea exertional
4740	C1735348	Anal irritation
4741	C0023976	Long QT syndrome
4742	C0022893	Labyrinthitis
4744	C0085083	Ovarian hyperstimulation syndrome
4745	C0333641	Atrophy
4746	C1112626	Allergic exanthema
4747	C0748725	Sinus operation
4748	C0015408	Eye injury
4749	C0743295	Drug screen positive
4750	C0040822	Tremor
4751	C1272092	Impaired fasting glucose
4752	C0025958	Microcephaly
4753	C0232570	Epigastric fullness
4754	C0338113	Sarcoma uterus
4755	C0549225	Myasthenic syndrome
4756	C0235847	Hyperhemoglobinemia
4757	C3665609	Conjunctival xerosis
4758	C0854725	Cyanopsia
4759	C0149531	Pelvic fracture
4760	C0241513	Thyrotropin low
4761	C0275378	Tobacco poisoning
4762	C0021167	Incontinence
4763	C1519353	Rash papular
4764	C0151596	Tongue discolouration
4765	C0026987	Myelofibrosis
4766	C0085625	Hypoalgesia
4767	C0039621	Tetany
4768	C0018674	Head injury
4769	C1740832	AML progression
4770	C0151994	Uterine enlargement
4771	C0151730	Drug effect increased
4772	C0017152	Gastritis
4773	C0035435	Rheumatism
4774	C0221154	Hypertension paroxysmal
4775	C0011127	Decubitus ulcer
4776	C0877197	Numbness lips
4777	C0035457	Perennial allergic rhinitis
4778	C0232981	Spermatogenesis arrest
4779	C0860645	Bizarre dreams
4780	C0002962	Angina pectoris
4781	C0425945	Prolonged menses
4782	C0281784	Meningioma benign
4783	C0017563	Gingival disorder
4784	C0860713	Carbon dioxide increased
4785	C0584995	Writing impaired
4786	C0030332	Panophthalmitis
4787	C1867423	Vascular resistance pulmonary increased
4788	C0019209	Hepatomegaly
4789	C0581883	Complete hearing loss
4790	C0037578	Soft tissue injury
4791	C0549356	Inflicted injury
4792	C0263358	Erythema annulare centrifugum
4793	C0242584	Autoimmune thrombocytopenia
4794	C0233417	Poor concentration
4795	C1168225	Inner ear infection
4796	C0522172	Feeling drunk
4797	C0852922	Crohns disease aggravated
4798	C0007971	Cheilitis
4799	C0728725	Low pH
4800	C0008031	Chest pain
4801	C0016204	Flatulence
4802	C0236065	Oedema mouth
4803	C0080194	Muscle strain
4804	C0015395	Eye burns
4805	C0242420	Retinal oedema
4806	C0549634	Lipids abnormal
4807	C3203695	Noninfectious peritonitis
4808	C1956089	Bone spur
4809	C0162283	Nephrogenic diabetes insipidus
4810	C0553576	Systemic mycosis
4811	C0037929	Spinal cord injury
4812	C0264344	Bronchitis bacterial
4813	C1295715	Fibrinogen decreased
4814	C0233844	Clumsiness
4815	C0034186	Pyelonephritis
4816	C0857493	Upper gastrointestinal symptoms
4817	C0003742	Arcus senilis
4818	C0752347	Dementia with Lewy bodies
4819	C0017572	Gingival recession
4820	C0020541	Portal hypertension
4821	C0004930	Behavior disorder
4822	C0600104	Compulsions
4823	C0425492	Respiration irregularity
4824	C1735322	Injection site pallor
4825	C1096049	Infusion site swelling
4826	C0264009	Osteodystrophy
4827	C0948281	Malignant syndrome NOS
4828	C0221333	Hypouricaemia
4829	C0948873	Flu symptoms
4831	C0406479	Steroid acne
4832	C0034888	Rectal prolapse
4833	C0235532	Cyanosis peripheral
4834	C0235952	Diarrhoea, Clostridium difficile
4835	C0221161	Shallow breathing
4836	C0476337	Blood gases abnormal
4837	C1963718	Oculorespiratory syndrome
4838	C0241013	Serum ferritin increased
4839	C0235883	Uterine inflammation
4840	C0035288	Reticuloendotheliosis
4841	C0152027	Sensory disturbance
4842	C0522336	Eye rolling
4843	C1504419	Pelvic haemorrhage
4844	C0853760	Blood potassium increased
4845	C1608950	Device dislocation
4846	C0919894	Nasal mucosal disorder
4847	C0034628	Radius fracture
4848	C0393593	Dystonia
4849	C0206180	Anaplastic large-cell lymphoma
4850	C0438235	Liver function test normal
4851	C0234916	Rash follicular
4852	C0019557	Hip fracture
4853	C0154041	Parathyroid tumour benign
4854	C0039437	Teething
4855	C0744403	Gingival infection
4856	C0085136	Central nervous system neoplasm
4857	C1275515	Venomous bite
4858	C0422974	Halo vision
4859	C0011304	Demyelination
4860	C0344320	Vivid dreams
4861	C0264733	Dilatation ventricular
4862	C0520736	Coombs positive haemolytic anaemia
4863	C0011551	Depersonalisation
4864	C0392197	Warmth
4865	C0034065	Pulmonary embolism
4866	C0392699	Dysaesthesia
4867	C0080276	Urogenital disorder
4868	C1112789	Rectal spasm
4869	C0750197	Sustained ventricular tachycardia
4870	C0004903	Beckwith-Wiedemann syndrome
4871	C0016508	Congenital foot malformation
4872	C0011603	Dermatitis
4873	C0423224	Sunken eyes
4874	C0728936	Unspecified circulatory system disorder
4875	C0241060	Dermal cyst
4876	C0015393	Congenital eye disorder
4877	C0542351	Battery
4878	C0521706	Cataract unilateral
4879	C0556385	Alcohol craving
4880	C0221785	Ache wrists
4881	C0024305	Non-Hodgkin's lymphoma
4882	C0333494	Phlebosclerosis
4883	C0399459	Oral discomfort
4884	C0853289	Blood bilirubin normal
4885	C0427160	Parkinsonian gait
4886	C0276143	Viral pharyngitis
4887	C0877324	Urinary sediment present
4888	C0006325	Bruxism
4889	C0039103	Synovitis
4890	C0221155	Systolic hypertension
4891	C0162323	Polyarthritis
4892	C0266453	Exencephaly
4893	C0549445	Anaemia NOS aggravated
4894	C1735601	Floppy iris syndrome
4895	C0860239	Catheter related infection
4896	C0235848	Skin cold clammy
4897	C0919643	Urine calcium increased
4898	C0001818	Agoraphobia
4899	C0856053	Leukemia secondary
4900	C0240211	Lip swelling
4901	C0522051	Acute chest pain
4902	C0151547	Cataract specified
4903	C0259972	Ketogenic diet
4904	C0392674	Exhaustion
4905	C0038358	Gastric ulcer
4906	C0853314	Soft tissue inflammation
4907	C3665418	Labile hypertension
4908	C0014866	Oesophageal stenosis
4909	C0028738	Nystagmus
4910	C0263105	Abdominal wall abscess
4911	C0276226	Herpes simplex encephalitis
4912	C0154769	Myopathy toxic
4913	C0700053	Idiopathic hypertrophic subaortic stenosis
4914	C1142523	Hypothrombinaemia
4915	C0235283	Ear buzzing
4916	C0042256	Vaginal itching
4917	C0026848	Myopathy
4918	C1142499	Gastrointestinal toxicity
4919	C0030578	Paronychia
4920	C0853263	Blood bicarbonate
4921	C0029124	Optic atrophy
4922	C0009398	Defective colour vision
4923	C0239842	Tremor of hands
4924	C0856133	Back pain aggravated
4925	C0858524	Tachycardia nervous
4926	C0040425	Tonsillitis
4927	C0154841	Central retinal vein occlusion
4928	C0003492	Coarctation of the aorta
4929	C0221047	Bradycardia-tachycardia syndrome
4930	C0341012	Oral herpes
4931	C1963897	Low birth weight baby
4932	C0152096	Trisomy 18
4933	C0041956	Ureteric obstruction
4934	C0039496	Temporomandibular joint syndrome
4935	C0272386	Tonsillar hypertrophy
4936	C0234233	Tenderness
4937	C0007785	Cerebral infarction
4938	C0856128	Urinary frequency aggravated
4939	C0699893	Skin carcinoma
4940	C0332573	Macule
4941	C0231170	Disability
4942	C0339961	Pneumonia fungal
4943	C0235761	Nasal septum perforation
4944	C0014175	Endometriosis
4945	C0853123	Blood luteinising hormone increased
4946	C0010043	Ulcerative keratitis
4947	C0853149	Blood lactate dehydrogenase increased
4948	C0263634	Excessive granulation tissue
4949	C0541900	Disulfiram like reaction
4950	C0002170	Alopecia
4951	C1096529	Carotid pulse
4952	C0541819	Burning rectal
4953	C0700225	Serum creatinine increased
4954	C0948818	Catheter site phlebitis
4955	C0242461	Purpura non-thrombocytopenic
4956	C0741494	Bilirubin total increased
4957	C0235564	Sneezing excessive
4958	C0020640	Factor II deficiency
4959	C1527311	Brain oedema
4960	C0497364	Localized rash
4961	C1323189	Dermatitis infected
4962	C0029485	Other acne
4963	C0280028	Refractory anemia with excess blasts in transformation
4964	C0019187	Hepatitis alcoholic
4965	C0032617	Polyuria
4966	C1619727	Decompensated cirrhosis
4967	C0236816	Acute stress disorder
4968	C0042847	Vitamin B12 deficiency
4969	C0564768	Genital infection male
4970	C1262281	Thrombosis in device
4971	C1868730	Genital discomfort
4972	C1735647	Mixed liver injury
4973	C0004604	Back pain
4974	C0687133	Drug interaction
4975	C1609538	Latent tuberculosis
4976	C0014488	Epicondylitis
4977	C0235369	Hepatitis granulomatous
4978	C0235880	Mononeuritis
4979	C0040961	Tricuspid valve incompetence
4980	C1384670	Single umbilical artery
4981	C0233774	Somatic hallucination
4982	C0267465	Intestinal stenosis
4983	C0235863	Delayed delivery
4984	C0040147	Thyroiditis
4985	C0040434	Tooth discolouration
4986	C0016436	Folliculitis
4987	C0235706	Back distress
4988	C0519030	Pneumonia klebsiella
4989	C0206061	Interstitial pneumonia
4990	C0231471	Posture abnormal
4991	C1096403	Left ventricular ejection fraction decreased
4992	C0270729	Drug-induced parkinsonism
4993	C0398623	Thrombophilia
4994	C0858618	Dyschromatopsia
4995	C0522348	Ear feels clogged
4996	C1536145	Eyelash hyperpigmentation
4997	C0949083	Nosocomial pneumonia
4998	C0156369	Uterine polyp
4999	C0028754	Obesity
5000	C0159877	Ankle fracture
5001	C0854431	Injection site vesicles
5002	C0004352	Autism
5003	C0406209	Photoonycholysis
5004	C0017086	Gangrene
5005	C0005683	Calculus bladder
5007	C0694536	Drug seeking behavior
5008	C1328377	Oculo-respiratory syndrome
5009	C2945558	Vulvovaginitis trichomonal
5010	C3495950	Cochlear toxicity
5011	C0858765	Vascular pain
5012	C0162820	Allergic contact dermatitis
5013	C1504578	Implant breakage
5014	C0702166	Acne
5015	C0023529	Periventricular leukomalacia
5016	C0435632	Hand fracture
5017	C0234935	Acute urticaria
5018	C0021080	Immunosuppression
5019	C0426584	Appetite exaggerated
5020	C0151598	Drug level decreased
5021	C0858738	Vitamin B12 absorption decreased
5022	C0085612	Ventricular arrhythmia
5023	C0497156	Lymphadenopathy
5024	C0005001	Benign prostatic hypertrophy
5025	C0021776	Intermittent explosive disorder
5026	C0262494	Gangrenous cholecystitis
5028	C0235756	Semen abnormal
5029	C0877048	Oral fungal infection
5030	C3267156	Operative bleeding
5032	C0162316	Iron deficiency anaemia
5033	C0743680	Eye oedema
5034	C0231710	Buttock pain
5035	C0151718	Hypocholesterolaemia
5036	C0016512	Foot pain
5037	C0236048	Gastric polyps
5038	C0546947	Choking sensation
5039	C0042075	Urinary tract disorder
5040	C0003126	Anosmia
5041	C0009081	Congenital clubfoot
5042	C0019655	Histoplasmosis
5043	C0022876	Premature labour
5044	C0917799	Hypersomnia
5045	C0019360	Herpes zoster
5046	C0238106	Clostridium difficile colitis
5047	C0024441	Macular hole
5048	C0023653	Lichenification
5049	C0700509	Chronic peptic ulcer
5050	C1271398	Pigment dispersion syndrome
5051	C0542027	Hypercoagulation
5052	C0338656	Cognitive impairment
5053	C0175754	Corpus callosum agenesis
5054	C1263855	Lumbar radiculopathy
5055	C0085650	Purpura fulminans
5056	C0149651	Clubbing
5057	C0006152	Breast swelling
5058	C0020625	Hyponatraemia
5059	C0015397	Eye disorder
5060	C0085652	Pyoderma gangrenosum
5061	C0239375	Numbness of limbs
5062	C0005944	Bone metabolism disorder
5063	C3665888	Reproductive toxicity
5064	C0022593	Keratosis
5065	C0017574	Gingivitis
5066	C0235131	Floating feeling
5067	C0042164	Uveitis
5068	C0853117	Blood testosterone decreased
5069	C0043251	Trauma
5070	C0155216	Eyelid bleeding
5071	C0859061	Bilirubin value increased
5072	C0542571	Face oedema
5073	C1142335	Bilirubin abnormal
5075	C0036983	Septic shock
5076	C0271308	Blepharitis allergic
5077	C0016470	Food allergy
5078	C0151714	Hypermagnesaemia
5079	C0036601	Self mutilation
5080	C0853021	Blood oestrogen decreased
5081	C0032461	Polycythaemia
5082	C0549294	Neutropenia aggravated
5083	C0745103	Type IIa hyperlipidaemia
5084	C0013418	Abnormal labour
5085	C0270611	Brain injury
5086	C0034067	Emphysema
5087	C0027813	Neuritis
5089	C0235653	Breast cancer female
5090	C1704202	Aspermia
5091	C0549400	Apgar score low
5092	C0541919	Dystonic reaction
5093	C0235833	Congenital diaphragmatic hernia
5094	C0239337	Limb deformity
5095	C0235520	Femoral artery thrombosis
5096	C0235988	Serum iron decreased
5097	C1260922	Respiration abnormal
5098	C0231856	Breath sounds abnormal
5099	C0221743	Skin reaction
5100	C0030409	Paracoccidioides infection
5101	C0520547	Poor peripheral circulation
5102	C0854121	Gastrointestinal motility disorder
5103	C1096448	Bronchopneumopathy
5104	C0238621	Aminoaciduria
5105	C0525045	Affective disorder
5106	C0160390	Liver injury
5107	C0277890	Blood pressure diastolic decreased
5108	C0235267	Eye redness
5109	C0151661	Peripheral gangrene
5110	C0919620	Electrocardiogram ST-T change
5111	C0853023	Blood parathyroid hormone increased
5112	C0541913	Duodenal ulcer aggravated
5113	C2242737	Anorectal discomfort
5114	C0151908	Dry skin
5115	C0853811	Croup infectious
5116	C0836924	Thrombocytosis
5117	C0001546	Adjustment disorder
5118	C0005818	Platelet disorder
5119	C3160830	Prostatic dysplasia
5120	C0016664	Stress fracture
5121	C0022890	Labyrinthine disorder
5122	C0042880	Vitamin K deficiency
5123	C1112369	Paranasal sinus hypersecretion
5124	C0948806	Catheter related complication
5125	C2711227	Hepatic steatosis
5126	C0555358	Morbid thoughts
5127	C0424741	Cold feet
5128	C0751711	Anterior ischemic optic neuropathy
5129	C0001621	Adrenal disorder
5130	C2711248	Osteonecrosis of jaw
5131	C1096091	Infusion site pruritus
5132	C0853847	Pathogen resistance
5133	C0019559	Coxalgia
5134	C0235272	Retinal damage
5135	C0281963	Red cell aplasia
5136	C0086525	Lassitude
5137	C1699201	Infusion site thrombophlebitis
5138	C0342406	Pituitary haemorrhage
5139	C0282488	Cystitis interstitial
5140	C0031190	Persistent foetal circulation
5141	C0853908	Oropharyngeal swelling
5142	C0851302	Shock hypoglycaemic
5143	C0039503	Tendonitis
5144	C0010034	Corneal disorder
5145	C0860805	Urine ketone body present
5146	C0009443	Common cold
5147	C0008301	Choking
5148	C0151818	Opisthotonus
5149	C3160766	Supine hypotension
5150	C0740299	Blood culture positive
5151	C0854134	Blood bilirubin unconjugated increased
5152	C0009663	Anogenital warts
5153	C0264268	Nasal septum ulceration
5154	C0542519	Renal agenesis
5155	C0232726	Rectal tenesmus
5156	C0152267	Hodgkin's disease lymphocyte depletion type stage unspecified
5157	C0013423	Idiopathic torsion dystonia
5158	C0043246	Laceration
5160	C0151673	Gonadotropins NOS low
5161	C0266648	Blighted ovum
5162	C0740380	Varicella zoster
5163	C0521507	Injection site ulcer
5164	C0268731	Glomerulonephropathy
5165	C0948782	Uterine cramps
5166	C0270921	Axonal neuropathy
5167	C0000727	Acute abdomen
5168	C0278512	Osteosarcoma metastatic
5169	C0016927	Gagging
5170	C0949091	Candida sepsis
5171	C0595930	Blood cholesterol increased
5172	C0030446	Ileus paralytic
5173	C0221727	Oesophageal pain
5174	C0155001	Subjective visual disturbances
5175	C0235351	Tongue ulceration
5176	C0026636	Oral disorder
5177	C0853193	Bipolar I disorder
5178	C0162852	Pityriasis lichenoides et varioliformis acuta
5179	C0240564	Nasal pain
5180	C0859037	Feeling of residual urine
5181	C0948579	Bacteria urine identified
5182	C0553702	Ca++ increased
5183	C0854448	Bladder constriction
5184	C0854113	Mucosal dryness
5185	C0542051	Instability vasomotor
5186	C0149866	Chemical conjunctivitis
5187	C0151563	Coagulation time prolonged
5188	C0036973	Shivering
5189	C0566951	Vaginal ulceration
5190	C1096300	Genital burning sensation
5191	C0221512	Stomach ache
5192	C2242621	Erection prolonged
5193	C0000833	Abscess
5194	C1261167	Sperm concentration
5195	C0859871	Stinging of nose
5196	C0701810	Long-term memory loss
5197	C0426900	Tibial torsion
5198	C0005695	Bladder neoplasm
5199	C0017657	Glomerulitis
5200	C0267028	Lip pain
5201	C0006430	Burning mouth syndrome
5202	C0008350	Cholelithiasis
5203	C0520821	Pleurothotonus
5204	C0221002	Hyperparathyroidism primary
5205	C0859350	Serum transaminase increased
5206	C0011974	Dermatitis diaper
5207	C0158322	Calcaneal spur
5208	C0029877	Otitis
5209	C0700031	Anxiety attack
5210	C0857322	Anemic
5211	C0740858	Substance abuse
5212	C0581912	Sensation of heaviness
5213	C0036689	Pharyngitis streptococcal
5214	C0860210	Granulomatous liver disease
5215	C1167750	Hoigne's syndrome
5216	C0026916	Mycobacterium avium complex infection
5217	C0948651	Bronchial mucus plug
5218	C0520571	Biliary fibrosis
5219	C0855620	Alanine aminotransferase normal
5220	C0458219	Complex regional pain syndrome
5221	C0036980	Cardiogenic shock
5222	C0410256	Muscle injury
5223	C0235641	Perineal pain female
5224	C2243088	Gastritis erosive
5225	C0546817	Fluid overload
5226	C0036117	Salmonellosis
5227	C0020162	Humerus fracture
5228	C0085680	Hypochloraemia
5229	C0339293	Corneal perforation
5230	C0010093	Corpus luteum cyst
5231	C0004812	Basilar artery syndrome
5232	C1262144	Increased bronchial secretion
5233	C0033246	Proctitis
5234	C0239234	Low set ears
5235	C0080274	Urinary retention
5236	C0520806	Sudden death, cause unknown
5237	C0231365	Urination impaired
5238	C3160769	Major bleed
5239	C0014858	Oesophageal motility disorder
5240	C0014867	Varices oesophageal
5241	C0751564	Pill rolling
5242	C0854442	Injection site hypertrophy
5243	C0235095	Visual field constriction
5244	C1142172	Incision site complication
5245	C1994994	Excessive thirst
5246	C0004601	Back injury
5247	C0232766	Asterixis
5248	C0149958	Complex partial seizures
5249	C0700572	Mobility decreased
5250	C0152128	Drug withdrawal syndrome
5251	C0877303	Post procedural pain
5252	C0158369	Swelling of limb
5253	C0235198	Cerebration impaired
5254	C0239376	Pain of lower extremities
5255	C1142080	Injection site stinging
5256	C0028840	Ocular hypertension
5257	C1609496	Eyelid exfoliation
5258	C0009326	Collagen disorder
5259	C0233715	Speech impairment NOS
5260	C0549418	Urine flow decreased
5261	C0427085	Jerky movement NOS
5262	C0857331	Acute liver damage
5263	C0235282	Ear roaring
5264	C0151859	Polyserositis
5265	C0857172	Persistent dry cough
5266	C0151786	Muscular weakness
5267	C0032045	Placental disorder
5268	C0854095	Drug level changed
5269	C0014518	Toxic epidermal necrolysis
5270	C0013415	Dysthymic disorder
5271	C0700200	Presyncope
5272	C1527358	Phototoxicity
5273	C0235270	Keratopathy
5274	C0302507	Parainfluenzae virus infection
5275	C2938970	Penile curvature
5276	C1112346	Prostate induration
5277	C0152008	Vulvovaginal disorder
5278	C0035078	Renal failure
5279	C0948301	Application site skin breakdown
5280	C0854082	Blood prolactin increased
5281	C1295666	Thyroxine decreased
5282	C1142111	Eyelash discolouration
5283	C0393761	Middle insomnia
5284	C0019069	Factor VIII deficiency
5285	C0857400	Retrosternal discomfort
5286	C0015645	Fasciitis
5287	C0234665	Eyelid retraction
5288	C0549262	Rebound effect
5289	C0034884	Rectal fistula
5290	C0022081	Iritis
5291	C0232808	Shutdown renal
5292	C0149521	Pancreatitis chronic
5293	C0235340	Buccal inflammation
5294	C0158350	Tendinous contracture
5295	C1800706	Idiopathic pulmonary fibrosis
5296	C0560046	Unable to walk
5297	C0149952	Torsion of ovary
5298	C0854697	Dermatitis flare-up
5299	C0341177	Gastric erosions
5300	C0853246	Eczema exacerbated
5301	C0852793	Blood cortisol increased
5302	C0009144	Tongue coated
5303	C0003466	Anal atresia
5304	C0494475	Tonic-clonic seizures
5305	C0751900	Motor tic
5306	C2062908	Gout acute
5307	C0015402	Eye haemorrhage
5308	C3203485	Orthostatic dysregulation
5309	C0016059	Fibrosis
5310	C1112261	Gaze palsy
5311	C0877377	Skin tear
5312	C0242459	Loeffler's syndrome
5313	C0233633	Bradypsychic response
5314	C0702266	Basophilia
5316	C0393444	Meningitis chemical
5317	C0854381	Genital haemorrhage
5318	C0031111	Periostitis
5319	C0521509	Injection site induration
5320	C0919593	Injection site coldness
5321	C2242595	Mucosal atrophy
5322	C0268919	Scrotal disorder
5323	C1142459	Application site scar
5324	C0014733	Erysipelas
5325	C0948807	Hepatic impairment
5326	C0555970	Nose infection NOS
5327	C0271453	Otitis media serous
5328	C0343401	Methicillin-resistant Staphylococcus aureus infection
5329	C1442826	Necrotising enterocolitis neonatal
5330	C0151683	Neutrophil count increased
5331	C1328561	Postmenopausal spotting
5332	C0423823	Nail thinning
5333	C0853011	Diabetic hyperglycaemic coma
5334	C0151694	Hemorrhage of colon
5335	C0025202	Malignant melanoma
5336	C0152219	Cyclophoria
5337	C0149871	Deep vein thrombosis
5338	C0003044	Animal bite
5339	C0007787	Transient ischaemic attack
5340	C0264863	Subacute endocarditis
5341	C0856984	Hyperexcitation
5342	C0026837	Muscle rigidity
5343	C0027796	Neuralgia
5345	C0860155	Non-Q wave MI
5346	C0151738	Large intestine perforation
5347	C0151940	Hypocalcemic tetany
5348	C0234930	Skin odour abnormal
5349	C0919661	Heart alternation
5350	C0340274	Gestational hypertension
5351	C0080203	Tachyarrhythmia
5352	C0346306	Pituitary microadenoma
5353	C0232286	Precordial pain
5354	C0684550	Metastases to spine
5355	C1261562	Detrusor instability
5356	C0341505	Chemical peritonitis
5357	C0917801	Insomnia
5358	C0742007	Catheter sepsis
5359	C0238309	Ischaemic neuropathy
5360	C0877267	Peritonsillitis
5361	C0155320	Blindness cortical
5362	C0235194	Tranquillisation excessive
5363	C0947999	Blood urine present
5364	C3203358	Hypoventilation
5365	C0853958	Blood creatine phosphokinase MB increased
5366	C0236083	Burning feeling vagina
5367	C0751265	Learning disability
5368	C0014743	Erythema nodosum
5369	C0003855	Arteriovenous fistula
5370	C1579838	Sore mouth
5371	C0005940	Bone disorder
5372	C1608399	Dark circles under eyes
5373	C0342311	Neuroglycopenia
5374	C0031345	Pharyngeal disorder
5375	C0858346	Gastrointestinal ulcer perforation
5376	C0154933	Iris adhesions
5377	C0151838	Circumoral paresthesia
5378	C0155428	Otosalpingitis
5379	C0423271	Scleral hyperaemia
5380	C0948342	Citrate toxicity
5381	C0853225	International normalised ratio increased
5382	C0037286	Neoplasm skin
5383	C0026948	Mycosis fungoides
5384	C0392167	Drug effect prolonged
5385	C1328375	Application site discomfort
5386	C1736172	Acute cytolytic hepatitis
5387	C0023212	Left ventricular failure
5388	C0278678	Metastatic renal cell carcinoma
5389	C0242339	Dyslipidaemia
5390	C0235560	Respiratory tract haemorrhage
5391	C0016579	Formication
5392	C1282609	Granulocytosis
5393	C0694549	Community acquired pneumonia
5394	C0024299	Lymphoma
5395	C0270458	Psychotic depression
5396	C0022104	Irritable bowel syndrome
5397	C0700292	Hypoxemia
5398	C0006114	Edema cerebral
5399	C0857432	Serum osmolality increased
5400	C1142112	Eyelash thickening
5401	C0265101	Carotid artery occlusion
5402	C1510471	Hypovitaminosis
5403	C0549334	Parotid duct obstruction
5404	C0151717	Skin hypertrophy
5405	C1112349	Spinal cord paralysis
5406	C0023186	Learning disorder
5407	C0014034	Enanthema
5408	C1274926	Stinging skin
5409	C0271547	Growth hormone overproduction
5410	C1306889	Peripheral arterial occlusive disease
5411	C0406484	Sebaceous hyperplasia
5412	C0155866	Pneumonia anthrax
5413	C0039584	Testicular disorder
5414	C0422980	Oscillopsia
5415	C0151937	Tendon rupture
5416	C0030794	Pelvic pain
5417	C0234369	Trembling
5418	C0003578	Apnoea
5419	C0679429	Platelet dysfunction
5420	C0751535	Cardiac syncope
5421	C0020039	Hostility
5422	C0015300	Exophthalmos
5423	C0740394	Hyperuricaemia
5424	C0085637	Oculogyric crisis
5425	C0743323	Acute dyspnea
5426	C0522046	Cough suppression
5427	C0235822	Overdose effect
5428	C0741307	Autonomic dysfunction
5429	C0549150	Pseudofolliculitis barbae
5430	C2609264	Color vision change
5431	C0002390	Alveolitis allergic
5432	C0262417	Pancreatitis acute on chronic
5433	C0392156	Akathisia
5434	C0221782	Uterine mass
5435	C0037317	Sleep disturbance
5436	C0085688	Breast engorgement
5437	C0035085	Renal infarct
5438	C0037859	Spermatocele
5439	C0175683	Argininosuccinate synthetase deficiency
5440	C0597457	Skeletal injury
5441	C0863084	Skin discomfort
5442	C0038506	Stuttering
5443	C0948396	Frequent headaches
5444	C0948425	Large intestinal haemorrhage
5445	C0002631	Amniotic cavity infection
5446	C0151614	Electrolyte depletion
5447	C0026827	Hypotonia
5448	C0559938	Ileal perforation
5449	C0877401	Sensorimotor disorder
5450	C0234192	Feeling cold
5451	C0740464	Electrolytes NOS decreased
5452	C0037268	Congenital skin disorder
